latitude,longitude,time
28.875451599999998,-81.2831752,2022-05-10 15:05:30.900000+00:00
28.8754243,-81.2831838,2022-05-10 15:05:31+00:00
28.875397,-81.28319239999999,2022-05-10 15:05:31.100000+00:00
28.8753697,-81.2832008,2022-05-10 15:05:31.200000+00:00
28.8753425,-81.28320939999999,2022-05-10 15:05:31.300000+00:00
28.875315099999998,-81.2832179,2022-05-10 15:05:31.400000+00:00
28.8752879,-81.2832265,2022-05-10 15:05:31.500000+00:00
28.8752607,-81.2832351,2022-05-10 15:05:31.600000+00:00
28.8752334,-81.28324359999999,2022-05-10 15:05:31.700000+00:00
28.875206199999997,-81.28325219999999,2022-05-10 15:05:31.800000+00:00
28.875179,-81.2832607,2022-05-10 15:05:31.900000+00:00
28.875151799999998,-81.28326919999999,2022-05-10 15:05:32+00:00
28.8751246,-81.2832778,2022-05-10 15:05:32.100000+00:00
28.8750975,-81.2832864,2022-05-10 15:05:32.200000+00:00
28.875070299999997,-81.2832949,2022-05-10 15:05:32.300000+00:00
28.8750431,-81.2833035,2022-05-10 15:05:32.400000+00:00
28.875016,-81.283312,2022-05-10 15:05:32.500000+00:00
28.874988899999998,-81.28332069999999,2022-05-10 15:05:32.600000+00:00
28.874961799999998,-81.2833292,2022-05-10 15:05:32.700000+00:00
28.8749346,-81.2833378,2022-05-10 15:05:32.800000+00:00
28.8749075,-81.2833464,2022-05-10 15:05:32.900000+00:00
28.8748804,-81.28335489999999,2022-05-10 15:05:33+00:00
28.874853299999998,-81.2833635,2022-05-10 15:05:33.100000+00:00
28.874826199999998,-81.283372,2022-05-10 15:05:33.200000+00:00
28.874799,-81.28338049999999,2022-05-10 15:05:33.300000+00:00
28.874772,-81.2833891,2022-05-10 15:05:33.400000+00:00
28.8747449,-81.2833977,2022-05-10 15:05:33.500000+00:00
28.8747176,-81.2834063,2022-05-10 15:05:33.600000+00:00
28.874690299999997,-81.2834147,2022-05-10 15:05:33.700000+00:00
28.8746628,-81.2834231,2022-05-10 15:05:33.800000+00:00
28.874635599999998,-81.2834316,2022-05-10 15:05:33.900000+00:00
28.874608499999997,-81.2834403,2022-05-10 15:05:34+00:00
28.874581199999998,-81.2834487,2022-05-10 15:05:34.100000+00:00
28.874554099999997,-81.2834573,2022-05-10 15:05:34.200000+00:00
28.874527099999998,-81.2834659,2022-05-10 15:05:34.300000+00:00
28.8744999,-81.2834745,2022-05-10 15:05:34.400000+00:00
28.874472899999997,-81.28348299999999,2022-05-10 15:05:34.500000+00:00
28.8744457,-81.28349159999999,2022-05-10 15:05:34.600000+00:00
28.8744187,-81.2835001,2022-05-10 15:05:34.700000+00:00
28.8743916,-81.2835087,2022-05-10 15:05:34.800000+00:00
28.8743645,-81.2835173,2022-05-10 15:05:34.900000+00:00
28.8743375,-81.2835259,2022-05-10 15:05:35+00:00
28.874310599999998,-81.2835346,2022-05-10 15:05:35.100000+00:00
28.8742836,-81.2835432,2022-05-10 15:05:35.200000+00:00
28.874256499999998,-81.28355189999999,2022-05-10 15:05:35.300000+00:00
28.8742295,-81.2835605,2022-05-10 15:05:35.400000+00:00
28.8742025,-81.2835691,2022-05-10 15:05:35.500000+00:00
28.8741754,-81.2835778,2022-05-10 15:05:35.600000+00:00
28.8741484,-81.2835863,2022-05-10 15:05:35.700000+00:00
28.8741213,-81.28359499999999,2022-05-10 15:05:35.800000+00:00
28.8740943,-81.28360359999999,2022-05-10 15:05:35.900000+00:00
28.8740673,-81.2836121,2022-05-10 15:05:36+00:00
28.8740404,-81.2836207,2022-05-10 15:05:36.100000+00:00
28.8740134,-81.2836293,2022-05-10 15:05:36.200000+00:00
28.873986499999997,-81.2836379,2022-05-10 15:05:36.300000+00:00
28.8739596,-81.2836465,2022-05-10 15:05:36.400000+00:00
28.8739326,-81.28365509999999,2022-05-10 15:05:36.500000+00:00
28.873905699999998,-81.28366369999999,2022-05-10 15:05:36.600000+00:00
28.873878599999998,-81.28367229999999,2022-05-10 15:05:36.700000+00:00
28.8738516,-81.2836808,2022-05-10 15:05:36.800000+00:00
28.873824799999998,-81.2836894,2022-05-10 15:05:36.900000+00:00
28.873797699999997,-81.28369789999999,2022-05-10 15:05:37+00:00
28.8737708,-81.2837065,2022-05-10 15:05:37.100000+00:00
28.8737438,-81.2837152,2022-05-10 15:05:37.200000+00:00
28.873716899999998,-81.2837236,2022-05-10 15:05:37.300000+00:00
28.8736899,-81.2837321,2022-05-10 15:05:37.400000+00:00
28.8736629,-81.2837405,2022-05-10 15:05:37.500000+00:00
28.8736361,-81.28374889999999,2022-05-10 15:05:37.600000+00:00
28.8736091,-81.28375729999999,2022-05-10 15:05:37.700000+00:00
28.873582199999998,-81.2837658,2022-05-10 15:05:37.800000+00:00
28.8735552,-81.2837742,2022-05-10 15:05:37.900000+00:00
28.873528099999998,-81.2837826,2022-05-10 15:05:38+00:00
28.8735012,-81.283791,2022-05-10 15:05:38.100000+00:00
28.8734742,-81.2837995,2022-05-10 15:05:38.200000+00:00
28.873447199999998,-81.2838079,2022-05-10 15:05:38.300000+00:00
28.8734203,-81.28381639999999,2022-05-10 15:05:38.400000+00:00
28.8733932,-81.2838249,2022-05-10 15:05:38.500000+00:00
28.8733662,-81.28383339999999,2022-05-10 15:05:38.600000+00:00
28.8733391,-81.28384199999999,2022-05-10 15:05:38.700000+00:00
28.873312,-81.2838506,2022-05-10 15:05:38.800000+00:00
28.873285,-81.2838591,2022-05-10 15:05:38.900000+00:00
28.873258,-81.28386789999999,2022-05-10 15:05:39+00:00
28.873230999999997,-81.2838766,2022-05-10 15:05:39.100000+00:00
28.8732041,-81.2838853,2022-05-10 15:05:39.200000+00:00
28.8731771,-81.2838941,2022-05-10 15:05:39.300000+00:00
28.873150199999998,-81.283903,2022-05-10 15:05:39.400000+00:00
28.8731235,-81.283912,2022-05-10 15:05:39.500000+00:00
28.873096699999998,-81.28392149999999,2022-05-10 15:05:39.600000+00:00
28.873069899999997,-81.2839305,2022-05-10 15:05:39.700000+00:00
28.8730431,-81.2839394,2022-05-10 15:05:39.800000+00:00
28.8730163,-81.2839486,2022-05-10 15:05:39.900000+00:00
28.8729895,-81.28395789999999,2022-05-10 15:05:40+00:00
28.8729627,-81.2839673,2022-05-10 15:05:40.100000+00:00
28.872935899999998,-81.28397679999999,2022-05-10 15:05:40.200000+00:00
28.872909,-81.2839863,2022-05-10 15:05:40.300000+00:00
28.8728822,-81.2839958,2022-05-10 15:05:40.400000+00:00
28.8728554,-81.2840054,2022-05-10 15:05:40.500000+00:00
28.8728286,-81.28401509999999,2022-05-10 15:05:40.600000+00:00
28.8728019,-81.2840248,2022-05-10 15:05:40.700000+00:00
28.8727751,-81.28403469999999,2022-05-10 15:05:40.800000+00:00
28.8727484,-81.2840445,2022-05-10 15:05:40.900000+00:00
28.8727216,-81.2840545,2022-05-10 15:05:41+00:00
28.872694799999998,-81.2840645,2022-05-10 15:05:41.100000+00:00
28.872667999999997,-81.2840746,2022-05-10 15:05:41.200000+00:00
28.8726412,-81.2840848,2022-05-10 15:05:41.300000+00:00
28.872614499999997,-81.284095,2022-05-10 15:05:41.400000+00:00
28.8725877,-81.2841052,2022-05-10 15:05:41.500000+00:00
28.872560999999997,-81.2841157,2022-05-10 15:05:41.600000+00:00
28.872534199999997,-81.2841261,2022-05-10 15:05:41.700000+00:00
28.8725074,-81.28413669999999,2022-05-10 15:05:41.800000+00:00
28.8724806,-81.28414719999999,2022-05-10 15:05:41.900000+00:00
28.8724539,-81.2841579,2022-05-10 15:05:42+00:00
28.8724271,-81.2841686,2022-05-10 15:05:42.100000+00:00
28.8724004,-81.2841794,2022-05-10 15:05:42.200000+00:00
28.8723736,-81.28419029999999,2022-05-10 15:05:42.300000+00:00
28.872346999999998,-81.28420129999999,2022-05-10 15:05:42.400000+00:00
28.872320199999997,-81.2842124,2022-05-10 15:05:42.500000+00:00
28.8722936,-81.2842235,2022-05-10 15:05:42.600000+00:00
28.8722669,-81.2842348,2022-05-10 15:05:42.700000+00:00
28.8722401,-81.284246,2022-05-10 15:05:42.800000+00:00
